CO_IES;NO_CINE_ROTULO;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_NACESTRANG;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_NACESTRANG;ANO
55;Engenharia civil;2;0;2;0;2;0;0;0;0;0;2;0;0;0;0;2;117;26;91;0;61;53;0;0;0;0;84;0;10;8;0;3;2015
55;Engenharia de computação (DCN Engenharia);35;4;31;0;35;0;0;0;0;0;35;0;0;0;0;1;23;2;21;0;14;9;0;0;0;0;16;0;2;3;0;0;2015
55;Engenharia de computação (DCN Engenharia);48;3;45;0;46;1;0;1;0;0;47;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Engenharia de materiais;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;10;5;5;0;5;5;0;0;0;0;6;0;0;1;0;0;2015
55;Engenharia de minas;38;9;29;0;38;0;0;0;0;0;36;0;2;0;0;0;15;4;11;0;5;9;0;0;0;0;11;0;0;1;0;0;2015
55;Engenharia de petróleo;45;11;34;0;44;1;0;0;0;0;42;1;2;0;0;0;15;4;11;0;12;3;0;0;0;0;10;1;0;3;0;0;2015
55;Engenharia de produção;64;11;53;1;62;1;0;0;0;0;64;0;0;0;0;1;71;11;60;0;42;27;0;0;0;0;54;0;1;10;0;3;2015
55;Engenharia elétrica;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;38;6;32;0;18;19;0;0;0;0;26;0;3;6;0;3;2015
55;Engenharia elétrica;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;33;7;26;0;22;11;0;0;0;0;28;1;2;2;0;0;2015
55;Engenharia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;7;25;0;16;14;1;0;0;0;21;0;2;5;0;1;2015
55;Engenharia elétrica;2;0;2;0;2;0;0;0;0;0;1;0;1;0;0;0;36;3;33;0;22;13;0;0;0;0;22;1;2;6;0;0;2015
55;Engenharia elétrica;2;1;1;0;2;0;0;0;0;0;2;0;0;0;0;0;12;2;10;0;6;5;0;0;0;0;4;0;4;2;0;0;2015
55;Engenharia mecatrônica;54;5;49;1;50;3;0;0;0;0;54;0;0;0;0;0;53;3;50;0;30;21;0;0;0;0;40;0;2;9;0;0;2015
55;Engenharia mecânica;68;12;56;0;68;0;0;0;0;0;68;0;0;0;0;0;53;4;49;0;37;15;0;0;0;0;46;1;3;2;0;0;2015
55;Engenharia metalúrgica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;2;4;0;0;0;0;4;0;0;0;0;0;2015
55;Engenharia naval;43;5;38;0;37;6;0;0;0;0;40;0;2;1;0;2;41;6;35;0;27;11;0;0;0;0;34;0;2;1;0;2;2015
55;Engenharia química;56;15;41;0;56;0;0;0;0;0;56;0;0;0;0;0;57;20;37;0;39;18;0;0;0;0;46;0;2;6;0;1;2015
55;Educação física;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;34;11;23;0;25;7;1;0;0;0;26;0;3;1;0;0;2015
55;Física formação de professor;104;21;83;1;66;16;4;3;2;1;90;1;12;0;0;0;66;28;38;0;19;21;5;3;2;0;38;3;8;0;1;0;2015
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;6;51;0;26;20;3;0;1;0;36;1;4;1;0;1;2015
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;4;1;0;0;0;0;5;0;0;0;0;0;2015
55;Ciências naturais formação de professor;42;13;29;0;26;3;2;2;4;0;28;3;9;0;1;0;15;11;4;0;4;3;0;2;2;1;8;0;3;3;0;0;2015
55;Geofísica;26;5;21;0;25;1;0;0;0;0;23;2;1;0;0;1;35;12;23;0;12;17;0;0;1;2;26;0;4;2;0;0;2015
55;Geologia;44;14;30;1;41;2;0;0;0;0;40;0;4;0;0;1;53;15;38;0;32;16;1;0;0;0;38;2;8;2;0;1;2015
55;Matemática;24;4;20;1;19;1;1;1;0;0;24;0;0;0;0;1;19;3;16;0;11;7;0;1;0;0;8;0;4;0;0;0;2015
55;Matemática formação de professor;133;41;92;0;81;18;8;8;6;1;112;5;8;3;0;1;70;32;38;0;16;28;5;3;4;0;34;3;8;8;0;0;2015
55;Matemática aplicada e computacional;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;2;0;0;0;1;0;1;0;0;0;0;1;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;2;0;0;0;0;1;0;0;1;0;0;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;4;0;0;2;0;0;0;0;2;1;0;1;0;0;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;2;0;1;0;0;1;0;0;1;0;0;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;7;0;3;3;1;1;0;0;7;0;0;1;0;0;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;2;1;0;0;0;0;1;0;0;0;0;0;2015
55;Matemática aplicada e computacional;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;17;6;11;0;1;11;0;0;0;0;10;1;0;1;0;0;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;1;3;0;0;0;0;2;0;2;0;0;0;2015
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2015
55;Meteorologia;27;12;15;1;19;4;1;1;0;0;23;1;2;0;0;0;9;2;7;0;6;2;0;0;0;0;9;0;0;0;0;0;2015
55;Oceanografia;41;25;16;0;39;0;0;0;0;0;40;0;1;0;0;1;37;25;12;0;17;18;0;0;0;0;30;1;2;3;0;1;2015
55;Química formação de professor;2;1;1;0;2;0;0;0;0;0;2;0;0;0;0;0;10;6;4;0;3;5;0;0;0;0;7;0;1;0;0;0;2015
55;Química formação de professor;7;0;7;0;7;0;0;0;0;0;7;0;0;0;0;0;14;6;8;0;4;6;2;0;0;0;8;0;0;1;0;0;2015
55;Química;95;36;59;0;92;1;0;0;1;0;89;1;4;1;0;1;54;30;24;0;40;13;0;0;0;0;35;0;8;3;0;0;2015
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;2015
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;0;4;1;0;0;0;0;3;0;0;0;0;0;2015
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;11;14;0;4;13;1;0;0;0;19;0;1;1;0;0;2015
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;3;2;0;0;0;0;4;1;0;0;0;0;2015
55;Sistemas de informação;154;24;130;2;138;9;1;2;0;0;139;2;10;3;0;0;174;18;156;0;94;60;3;1;0;0;102;3;25;19;0;3;2015
55;Ciências naturais formação de professor;10;7;3;0;0;3;3;1;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
55;Ciências naturais formação de professor;9;8;1;0;1;4;1;3;0;0;9;0;0;0;0;0;12;5;7;0;0;1;2;3;3;0;7;0;0;0;0;0;2015
55;Ciências naturais formação de professor;7;5;2;0;1;1;1;1;1;0;7;0;0;0;0;0;5;4;1;0;0;2;0;2;0;0;1;0;1;0;0;0;2015
55;Ciências naturais formação de professor;9;8;1;0;0;2;2;2;0;0;9;0;0;0;0;0;5;3;2;0;0;0;1;4;0;0;1;1;0;0;0;0;2015
55;Ciências naturais formação de professor;69;39;30;0;9;14;11;13;5;1;64;2;2;1;0;1;34;19;15;0;1;4;12;9;5;1;10;0;1;0;0;0;2015
55;Ciências naturais formação de professor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015
55;Engenharia ambiental;37;22;15;0;37;0;0;0;0;0;28;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Engenharia bioquímica;39;24;15;0;39;0;0;0;0;0;33;0;5;1;0;0;16;8;8;0;7;9;0;0;0;0;11;1;1;0;0;0;2016
55;Engenharia de materiais;37;12;25;0;37;0;0;0;0;0;30;1;6;0;0;0;19;8;11;0;7;10;0;0;0;0;13;0;1;2;1;0;2016
55;Engenharia de produção;35;14;21;0;33;1;0;0;0;0;27;0;5;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Engenharia física;41;9;32;0;38;0;1;1;0;0;31;1;5;4;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2016
55;Engenharia química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;20;31;0;8;38;0;0;0;0;42;1;6;0;0;0;2016
55;Engenharia química;153;60;93;0;149;2;1;1;0;0;126;2;19;6;0;0;56;24;32;0;33;22;0;0;0;0;43;0;7;1;0;0;2016
55;Ciências agrárias formação de professor;33;17;16;0;32;1;0;0;0;0;24;0;8;1;0;0;7;4;3;0;2;4;0;0;0;0;6;0;1;0;0;0;2016
55;Engenharia florestal;40;18;22;0;35;4;0;1;0;0;34;0;6;0;0;0;20;10;10;0;10;8;0;1;0;0;15;1;2;1;0;0;2016
55;Engenharia de alimentos;104;72;32;0;99;5;0;0;0;0;84;0;13;7;0;1;67;51;16;0;17;49;0;0;0;0;54;0;1;2;0;1;2016
55;Engenharia de biossistemas;49;19;30;0;47;2;0;0;0;0;40;1;5;2;1;0;32;13;19;0;7;24;0;0;0;0;26;1;2;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;65;43;22;1;63;1;0;0;0;0;54;1;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;19;16;3;0;19;0;0;0;0;0;16;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;57;21;36;0;56;1;0;0;0;0;45;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Educação física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;0;3;2;0;0;0;0;4;0;0;0;0;0;2016
55;Educação física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;10;0;8;5;0;0;0;0;7;1;0;0;0;0;2016
55;Física médica;40;18;22;1;34;3;1;0;0;0;29;1;8;2;0;0;15;4;11;0;10;4;0;0;0;0;8;0;0;0;0;1;2016
55;Matemática aplicada e computacional;44;13;31;0;38;3;0;0;0;0;34;3;6;1;0;0;23;15;8;0;18;5;0;0;0;0;12;1;3;0;0;0;2016
55;Química formação de professor;36;15;21;1;30;4;0;0;0;0;25;0;10;1;0;0;24;18;6;0;14;7;0;0;0;0;13;1;3;0;0;0;2016
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;7;8;0;12;3;0;0;0;0;3;0;1;0;0;0;2016
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;4;0;8;0;0;0;0;0;3;0;0;0;0;0;2016
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;9;9;0;15;3;0;0;0;0;8;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;34;14;20;0;27;1;1;0;1;0;23;2;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Engenharia, produção e construção;50;4;46;1;48;1;0;0;0;0;45;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;43;7;36;0;41;2;0;0;0;0;34;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;40;7;33;0;36;3;0;0;0;1;35;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;61;26;35;0;59;1;0;0;0;0;52;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Ciência da computação;125;11;114;2;120;2;0;0;0;0;107;2;7;6;0;1;56;2;54;0;31;22;0;0;0;0;35;1;7;4;0;0;2016
55;Física formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;1;1;0;0;0;0;1;1;0;0;0;0;2016
55;Matemática formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;6;0;2;5;0;0;0;0;6;0;0;0;0;0;2016
55;Química formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;2;1;0;0;0;0;1;0;0;0;0;0;2016
55;Física aplicada;40;17;23;0;39;1;0;0;0;0;28;1;6;4;0;1;12;6;6;0;8;3;0;0;0;0;6;1;1;1;0;0;2016
55;Engenharia aeronáutica;38;2;36;1;36;0;0;0;0;0;32;1;4;1;0;0;30;3;27;0;19;11;0;0;0;0;24;1;1;2;0;0;2016
55;Engenharia ambiental;37;15;22;0;36;1;0;0;0;0;29;1;5;1;1;0;25;16;9;0;13;11;0;0;0;0;17;1;1;6;0;0;2016
55;Engenharia civil;58;11;47;1;57;0;0;0;0;0;52;0;5;1;0;0;45;14;31;0;30;15;0;0;0;0;28;1;4;1;0;1;2016
55;Engenharia de computação (DCN Engenharia);74;7;67;2;71;1;0;0;0;0;61;0;5;4;0;2;24;1;23;0;12;12;0;0;0;0;19;0;2;3;0;0;2016
55;Engenharia de materiais;54;14;40;0;53;1;0;0;0;0;49;0;1;2;0;0;29;12;17;0;15;14;0;0;0;0;17;0;3;1;0;0;2016
55;Engenharia de produção;45;7;38;0;44;1;0;0;0;0;43;0;1;1;0;0;34;12;22;0;22;12;0;0;0;0;28;0;2;1;0;0;2016
55;Engenharia elétrica;54;9;45;0;54;0;0;0;0;0;41;0;8;5;0;1;42;7;35;0;18;24;0;0;0;0;29;1;5;1;0;0;2016
55;Engenharia elétrica;55;6;49;0;53;2;0;0;0;0;44;2;6;3;0;1;32;5;27;0;18;13;0;1;0;0;23;1;3;0;0;0;2016
55;Engenharia mecatrônica;58;12;46;1;57;0;0;0;0;0;45;0;7;2;0;1;45;4;41;0;26;18;0;0;0;0;32;1;4;3;0;0;2016
55;Engenharia mecânica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;2;0;0;0;0;2;0;0;0;0;0;2016
55;Engenharia mecânica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;3;31;0;25;9;0;0;0;0;26;0;3;1;0;0;2016
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;5;14;0;18;1;0;0;0;0;6;0;1;0;0;0;2016
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;2;1;0;0;0;0;3;0;0;0;0;0;2016
55;Física aplicada;33;5;28;1;32;0;0;0;0;0;26;0;4;1;0;0;4;0;4;0;1;2;0;1;0;0;2;0;0;0;0;0;2016
55;Matemática formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;0;3;0;0;0;0;0;3;0;0;0;0;0;2016
55;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;4;0;6;2;0;0;0;0;6;0;0;0;0;0;2016
55;Matemática aplicada e computacional;24;5;19;0;23;1;0;0;0;0;22;2;0;0;0;0;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2016
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;3;0;2;5;0;0;0;0;4;0;0;1;0;0;2016
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;3;0;2;5;0;0;0;0;5;0;1;0;0;0;2016
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;8;6;0;10;3;0;0;0;0;7;0;0;0;0;0;2016
55;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;4;0;1;4;0;0;0;0;4;0;0;1;0;0;2016
55;Química industrial e tecnológica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;4;0;10;2;0;0;0;0;6;0;0;0;0;0;2016
55;Sistemas de informação;38;3;35;0;32;6;0;0;0;0;27;0;2;0;0;0;25;3;22;0;7;15;0;1;0;0;16;1;0;1;0;0;2016
55;ABI Engenharia, produção e construção;48;15;33;1;45;2;0;0;0;0;38;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;54;16;38;1;44;5;0;2;0;0;41;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;59;30;29;0;59;0;0;0;0;0;48;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Engenharia, produção e construção;189;24;165;1;185;3;0;0;0;0;143;5;21;20;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;165;29;136;1;122;15;4;9;5;0;120;2;28;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;22;4;18;0;19;1;0;0;0;0;17;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;60;7;53;0;29;19;2;3;1;0;39;1;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;ABI Ciências naturais, matemática e estatística;121;39;82;0;116;1;0;2;0;0;91;6;15;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Astronomia;20;4;16;0;15;4;1;0;0;0;18;0;2;0;0;0;6;2;4;0;3;2;1;0;0;0;2;0;2;1;0;0;2016
55;Ciência da computação;50;5;45;1;42;2;0;1;0;0;33;3;6;7;0;1;41;6;35;0;19;17;1;0;0;0;14;1;3;3;0;1;2016
55;Ciências naturais formação de professor;96;50;46;0;72;12;2;3;1;0;56;9;26;5;0;0;18;11;7;0;7;10;0;0;1;0;6;2;4;0;0;2;2016
55;Programas interdisciplinares abrangendo ciências naturais, matemática e estatística;17;7;10;0;15;1;0;1;0;0;13;0;1;2;0;1;11;1;10;0;10;1;0;0;0;0;8;0;2;1;0;0;2016
55;Educação física formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;5;0;2;5;0;0;0;0;6;0;0;0;0;0;2016
55;Educação física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5;9;0;9;1;1;0;1;0;8;0;1;0;0;0;2016
55;Educação física;58;25;33;0;51;4;0;0;1;0;35;7;14;2;0;0;25;16;9;0;17;4;0;0;1;0;6;0;3;1;0;0;2016
55;Engenharia ambiental;57;19;38;0;54;3;0;0;0;0;38;1;5;12;0;2;25;11;14;0;6;17;0;0;0;0;14;0;5;2;0;0;2016
55;Engenharia civil;132;32;100;0;131;1;0;0;0;0;97;2;17;16;0;9;141;33;108;0;68;65;1;1;0;0;92;1;11;17;1;2;2016
55;Engenharia de computação (DCN Engenharia);39;2;37;1;38;0;0;0;0;0;29;0;2;7;1;0;22;1;21;0;13;9;0;0;0;0;12;0;1;1;0;0;2016
55;Engenharia de computação (DCN Engenharia);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Engenharia de materiais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;8;10;0;8;8;1;0;0;0;11;0;3;0;0;0;2016
55;Engenharia de minas;52;13;39;0;50;2;0;0;0;0;39;1;7;4;0;1;9;4;5;0;1;8;0;0;0;0;7;0;0;1;0;0;2016
55;Engenharia de petróleo;47;11;36;0;45;2;0;0;0;0;37;0;6;4;0;0;3;1;2;0;1;2;0;0;0;0;2;0;0;1;0;0;2016
55;Engenharia de produção;69;17;52;0;69;0;0;0;0;0;55;1;2;11;0;1;70;18;52;0;45;25;0;0;0;0;37;2;4;13;0;1;2016
55;Engenharia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;4;29;0;22;10;0;0;0;0;21;0;0;8;0;0;2016
55;Engenharia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;9;24;0;21;12;0;0;0;0;21;0;6;4;0;0;2016
55;Engenharia elétrica;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;27;3;24;0;14;13;0;0;0;0;17;0;3;1;0;1;2016
55;Engenharia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;6;25;0;13;16;0;0;0;0;14;1;1;7;0;0;2016
55;Engenharia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;5;1;0;0;0;0;5;0;0;0;0;0;2016
55;Engenharia mecatrônica;58;5;53;0;57;1;0;0;0;0;39;0;5;14;0;1;37;3;34;0;23;14;0;0;0;0;23;0;0;4;0;1;2016
55;Engenharia mecânica;72;4;68;1;70;1;0;0;0;0;54;1;6;11;0;2;56;6;50;0;34;20;0;0;0;0;34;0;5;10;0;0;2016
55;Engenharia metalúrgica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;5;0;0;8;0;0;0;0;5;0;0;3;0;0;2016
55;Engenharia naval;48;1;47;0;42;5;0;0;0;0;42;0;3;3;0;0;24;3;21;0;8;15;0;0;0;0;18;0;2;1;0;0;2016
55;Engenharia química;60;23;37;1;59;0;0;0;0;0;45;0;9;6;0;0;49;18;31;0;39;10;0;0;0;0;36;0;3;4;0;1;2016
55;Educação física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;8;31;0;23;12;0;2;1;0;24;0;2;1;0;0;2016
55;Física formação de professor;130;27;103;0;76;29;6;5;2;0;80;6;26;8;1;1;36;5;31;0;6;16;3;3;0;0;19;1;6;1;0;0;2016
55;Física;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;27;6;21;0;12;10;2;1;0;0;16;1;2;0;0;0;2016
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Ciências naturais formação de professor;43;26;17;0;14;16;4;0;3;0;28;1;9;1;0;0;12;6;6;0;3;4;1;2;0;0;8;1;1;0;0;0;2016
55;Geofísica;34;8;26;0;29;3;0;1;0;0;20;1;8;2;1;2;14;4;10;0;7;5;1;0;0;0;9;0;3;0;0;0;2016
55;Geologia;53;24;29;0;51;1;0;0;0;0;37;2;8;4;0;0;41;11;30;0;24;14;0;0;0;0;23;1;3;0;1;1;2016
55;Matemática;37;4;33;0;30;2;0;1;2;0;29;1;5;2;0;2;13;1;12;0;12;1;0;0;0;0;4;0;1;0;0;0;2016
55;Matemática formação de professor;154;43;111;0;102;16;12;6;2;0;94;13;32;11;2;3;50;18;32;0;12;19;4;4;0;0;22;2;6;1;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;0;2;0;1;0;0;2;0;0;1;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;1;0;0;0;0;0;1;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Matemática aplicada e computacional;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016
55;Meteorologia;29;8;21;2;18;4;0;1;0;1;23;2;2;1;0;0;5;4;1;0;4;1;0;0;0;0;3;0;1;0;0;0;2016
55;Oceanografia;38;22;16;0;31;4;1;0;1;0;30;2;3;1;0;0;28;15;13;0;18;8;0;0;0;0;17;1;3;0;0;0;2016
55;Química formação de professor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;0;1;5;0;0;0;0;5;0;0;1;0;0;2016
